Active School Zone Flag,Crash Severity,Crash Time,Day of Week,Roadway Part,Speed Limit,Surface Condition,Person Helmet,Hour,Minute,Crash Severity Binary,Person Helmet Binary
No,Non-Incapacitating Injury,14:11,Wednesday,Main/Proper Lane,30,Dry,Unknown If Worn,14,11,1,Not Wear
No,Non-Incapacitating Injury,15:15,Friday,Main/Proper Lane,40,Dry,Not Worn,15,15,1,Not Wear
No,Not Injured,8:35,Monday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",8,35,0,Wear
No,Non-Incapacitating Injury,10:23,Wednesday,Main/Proper Lane,35,Dry,Not Worn,10,23,1,Not Wear
No,Non-Incapacitating Injury,22:21,Wednesday,Main/Proper Lane,25,Dry,Not Worn,22,21,1,Not Wear
No,Non-Incapacitating Injury,17:05,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",17,5,1,Wear
No,Non-Incapacitating Injury,10:25,Saturday,Main/Proper Lane,35,Dry,Unknown If Worn,10,25,1,Not Wear
No,Non-Incapacitating Injury,19:00,Saturday,Entrance/On Ramp,35,Dry,Not Worn,19,0,1,Not Wear
No,Incapacitating Injury,22:48,Saturday,Main/Proper Lane,45,Dry,"Worn, Damaged",22,48,1,Wear
No,Non-Incapacitating Injury,10:09,Saturday,Main/Proper Lane,15,Dry,Not Worn,10,9,1,Not Wear
No,Possible Injury,10:20,Saturday,Main/Proper Lane,15,Other (Explain In Narrative),"Worn, Damaged",10,20,1,Wear
No,Possible Injury,12:06,Sunday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",12,6,1,Wear
No,Possible Injury,13:02,Monday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",13,2,1,Wear
No,Possible Injury,22:17,Monday,Main/Proper Lane,30,Dry,Not Worn,22,17,1,Not Wear
No,Incapacitating Injury,6:26,Tuesday,Main/Proper Lane,55,Dry,Not Worn,6,26,1,Not Wear
No,Non-Incapacitating Injury,16:53,Tuesday,Main/Proper Lane,35,Dry,Not Worn,16,53,1,Not Wear
No,Non-Incapacitating Injury,17:12,Wednesday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",17,12,1,Wear
No,Non-Incapacitating Injury,23:11,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,23,11,1,Not Wear
No,Non-Incapacitating Injury,15:19,Thursday,Main/Proper Lane,30,Dry,Unknown If Worn,15,19,1,Not Wear
No,Non-Incapacitating Injury,15:19,Thursday,Main/Proper Lane,30,Dry,Unknown If Worn,15,19,1,Not Wear
No,Non-Incapacitating Injury,15:19,Thursday,Main/Proper Lane,30,Dry,Unknown If Worn,15,19,1,Not Wear
No,Non-Incapacitating Injury,8:27,Friday,Main/Proper Lane,35,Dry,Unknown If Worn,8,27,1,Not Wear
No,Non-Incapacitating Injury,17:08,Monday,Main/Proper Lane,30,Dry,Not Worn,17,8,1,Not Wear
No,Possible Injury,16:53,Monday,Main/Proper Lane,35,Wet,Not Worn,16,53,1,Not Wear
No,Non-Incapacitating Injury,16:21,Saturday,Main/Proper Lane,30,Dry,"Worn, Damaged",16,21,1,Wear
No,Incapacitating Injury,5:30,Tuesday,Main/Proper Lane,55,Dry,Not Worn,5,30,1,Not Wear
No,Not Injured,15:35,Tuesday,Main/Proper Lane,25,Dry,Unknown If Worn,15,35,0,Not Wear
No,Possible Injury,20:35,Wednesday,Main/Proper Lane,15,Dry,Not Worn,20,35,1,Not Wear
No,Non-Incapacitating Injury,20:20,Friday,Main/Proper Lane,15,Wet,Not Worn,20,20,1,Not Wear
No,Possible Injury,15:53,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",15,53,1,Wear
No,Possible Injury,17:11,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",17,11,1,Wear
No,Non-Incapacitating Injury,11:14,Thursday,Main/Proper Lane,30,Dry,Not Worn,11,14,1,Not Wear
No,Possible Injury,15:10,Thursday,Main/Proper Lane,40,Dry,"Worn, Damaged",15,10,1,Wear
No,Non-Incapacitating Injury,16:42,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,16,42,1,Not Wear
No,Possible Injury,8:15,Friday,Main/Proper Lane,30,Dry,Not Worn,8,15,1,Not Wear
No,Possible Injury,20:30,Friday,Main/Proper Lane,35,Dry,Not Worn,20,30,1,Not Wear
No,Not Injured,13:15,Sunday,Main/Proper Lane,50,Dry,Not Worn,13,15,0,Not Wear
No,Possible Injury,7:40,Monday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",7,40,1,Wear
No,Incapacitating Injury,22:04,Tuesday,Main/Proper Lane,15,Wet,Not Worn,22,4,1,Not Wear
No,Possible Injury,11:29,Tuesday,Entrance/On Ramp,35,Dry,Unknown If Worn,11,29,1,Not Wear
No,Possible Injury,21:15,Wednesday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",21,15,1,Wear
No,Not Injured,15:53,Wednesday,Main/Proper Lane,25,Wet,"Worn, Unk Damage",15,53,0,Wear
No,Non-Incapacitating Injury,7:05,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",7,5,1,Wear
No,Non-Incapacitating Injury,11:55,Saturday,Main/Proper Lane,35,Dry,Not Worn,11,55,1,Not Wear
No,Non-Incapacitating Injury,18:00,Sunday,Main/Proper Lane,15,Dry,Not Worn,18,0,1,Not Wear
No,Not Injured,15:22,Sunday,Main/Proper Lane,45,Dry,Not Worn,15,22,0,Not Wear
No,Incapacitating Injury,16:44,Tuesday,Main/Proper Lane,35,Dry,Not Worn,16,44,1,Not Wear
No,Non-Incapacitating Injury,18:05,Tuesday,Main/Proper Lane,35,Dry,"Worn, Damaged",18,5,1,Wear
No,Non-Incapacitating Injury,18:30,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,18,30,1,Not Wear
No,Non-Incapacitating Injury,17:50,Friday,Main/Proper Lane,35,Dry,"Worn, Damaged",17,50,1,Wear
No,Non-Incapacitating Injury,17:10,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,17,10,1,Not Wear
No,Non-Incapacitating Injury,23:08,Monday,Main/Proper Lane,30,Dry,"Worn, Damaged",23,8,1,Wear
No,Non-Incapacitating Injury,8:00,Monday,Main/Proper Lane,15,Unknown,Not Worn,8,0,1,Not Wear
No,Incapacitating Injury,17:42,Monday,Main/Proper Lane,30,Dry,Not Worn,17,42,1,Not Wear
No,Incapacitating Injury,17:42,Monday,Main/Proper Lane,30,Dry,Not Worn,17,42,1,Not Wear
No,Not Injured,17:56,Tuesday,Main/Proper Lane,25,Dry,Not Worn,17,56,0,Not Wear
No,Non-Incapacitating Injury,8:32,Tuesday,Main/Proper Lane,15,Dry,Not Worn,8,32,1,Not Wear
No,Non-Incapacitating Injury,14:38,Thursday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",14,38,1,Wear
No,Non-Incapacitating Injury,12:20,Friday,Main/Proper Lane,35,Dry,Not Worn,12,20,1,Not Wear
No,Non-Incapacitating Injury,13:08,Saturday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",13,8,1,Wear
No,Possible Injury,1:52,Monday,Other (Explain In Narrative),45,Dry,Not Worn,1,52,1,Not Wear
No,Non-Incapacitating Injury,16:11,Tuesday,Main/Proper Lane,35,Dry,Not Worn,16,11,1,Not Wear
No,Possible Injury,8:00,Tuesday,Service/Frontage Road,15,Dry,Not Worn,8,0,1,Not Wear
No,Non-Incapacitating Injury,8:17,Thursday,Main/Proper Lane,15,Dry,Not Worn,8,17,1,Not Wear
No,Possible Injury,16:55,Thursday,Main/Proper Lane,30,Wet,Not Worn,16,55,1,Not Wear
No,Incapacitating Injury,14:15,Thursday,Main/Proper Lane,35,Dry,Not Worn,14,15,1,Not Wear
No,Possible Injury,11:06,Saturday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",11,6,1,Wear
No,Not Injured,12:55,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",12,55,0,Wear
No,Non-Incapacitating Injury,20:47,Sunday,Main/Proper Lane,35,Dry,Not Worn,20,47,1,Not Wear
No,Possible Injury,20:00,Monday,Other (Explain In Narrative),15,Dry,Not Worn,20,0,1,Not Wear
No,Non-Incapacitating Injury,8:13,Thursday,Main/Proper Lane,40,Dry,Unknown If Worn,8,13,1,Not Wear
No,Possible Injury,16:02,Thursday,Main/Proper Lane,35,Dry,Not Worn,16,2,1,Not Wear
No,Possible Injury,7:39,Thursday,Main/Proper Lane,35,Dry,Not Worn,7,39,1,Not Wear
No,Non-Incapacitating Injury,14:45,Saturday,Main/Proper Lane,45,Dry,Not Worn,14,45,1,Not Wear
No,Incapacitating Injury,21:13,Sunday,Main/Proper Lane,25,Dry,Unknown If Worn,21,13,1,Not Wear
No,Non-Incapacitating Injury,17:43,Sunday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",17,43,1,Wear
No,Non-Incapacitating Injury,17:22,Monday,Main/Proper Lane,35,Dry,Not Worn,17,22,1,Not Wear
No,Non-Incapacitating Injury,17:23,Thursday,Service/Frontage Road,15,Dry,Not Worn,17,23,1,Not Wear
No,Possible Injury,17:11,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",17,11,1,Wear
No,Non-Incapacitating Injury,18:37,Friday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",18,37,1,Wear
No,Possible Injury,14:43,Wednesday,Main/Proper Lane,30,Dry,Unknown If Worn,14,43,1,Not Wear
No,Non-Incapacitating Injury,20:58,Sunday,Main/Proper Lane,20,Dry,Not Worn,20,58,1,Not Wear
No,Non-Incapacitating Injury,9:27,Monday,Main/Proper Lane,35,Wet,Not Worn,9,27,1,Not Wear
No,Incapacitating Injury,15:49,Monday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",15,49,1,Wear
No,Possible Injury,7:48,Tuesday,Main/Proper Lane,35,Dry,"Worn, Damaged",7,48,1,Wear
No,Non-Incapacitating Injury,16:38,Thursday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",16,38,1,Wear
No,Not Injured,13:15,Sunday,Main/Proper Lane,30,Dry,Not Worn,13,15,0,Not Wear
No,Non-Incapacitating Injury,18:05,Tuesday,Main/Proper Lane,15,Wet,Not Worn,18,5,1,Not Wear
No,Non-Incapacitating Injury,13:27,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,13,27,1,Not Wear
No,Non-Incapacitating Injury,14:12,Wednesday,Main/Proper Lane,30,Dry,Not Worn,14,12,1,Not Wear
No,Possible Injury,18:27,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",18,27,1,Wear
No,Non-Incapacitating Injury,14:34,Thursday,Main/Proper Lane,35,Dry,Not Worn,14,34,1,Not Wear
No,Possible Injury,6:53,Thursday,Main/Proper Lane,55,Wet,Not Worn,6,53,1,Not Wear
No,Non-Incapacitating Injury,18:38,Thursday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",18,38,1,Wear
No,Non-Incapacitating Injury,21:30,Friday,Main/Proper Lane,30,Wet,Not Worn,21,30,1,Not Wear
No,Non-Incapacitating Injury,17:00,Sunday,Main/Proper Lane,45,Dry,Not Worn,17,0,1,Not Wear
No,Non-Incapacitating Injury,16:26,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",16,26,1,Wear
No,Not Injured,18:40,Friday,Main/Proper Lane,15,Dry,Not Worn,18,40,0,Not Wear
No,Non-Incapacitating Injury,17:49,Saturday,Main/Proper Lane,35,Dry,"Worn, Damaged",17,49,1,Wear
No,Non-Incapacitating Injury,9:33,Tuesday,Main/Proper Lane,30,Dry,Not Worn,9,33,1,Not Wear
No,Non-Incapacitating Injury,18:30,Friday,Main/Proper Lane,35,Dry,Not Worn,18,30,1,Not Wear
No,Non-Incapacitating Injury,23:35,Saturday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",23,35,1,Wear
No,Non-Incapacitating Injury,9:33,Sunday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",9,33,1,Wear
No,Incapacitating Injury,22:10,Monday,Main/Proper Lane,40,Dry,Not Worn,22,10,1,Not Wear
No,Possible Injury,18:16,Tuesday,Main/Proper Lane,25,Dry,"Worn, Not Damaged",18,16,1,Wear
No,Not Injured,11:52,Thursday,Main/Proper Lane,40,Dry,Not Worn,11,52,0,Not Wear
No,Non-Incapacitating Injury,19:30,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",19,30,1,Wear
No,Possible Injury,11:42,Saturday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",11,42,1,Wear
No,Non-Incapacitating Injury,2:02,Saturday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",2,2,1,Wear
No,Not Injured,19:54,Saturday,Main/Proper Lane,45,Standing Water,Unknown If Worn,19,54,0,Not Wear
No,Incapacitating Injury,21:37,Tuesday,Main/Proper Lane,30,Wet,Not Worn,21,37,1,Not Wear
No,Non-Incapacitating Injury,15:50,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,15,50,1,Not Wear
No,Possible Injury,17:51,Friday,Main/Proper Lane,35,Dry,Not Worn,17,51,1,Not Wear
No,Non-Incapacitating Injury,19:11,Friday,Main/Proper Lane,30,Dry,Unknown If Worn,19,11,1,Not Wear
No,Not Injured,20:56,Friday,Main/Proper Lane,15,Dry,Not Worn,20,56,0,Not Wear
No,Incapacitating Injury,22:34,Monday,Main/Proper Lane,15,Dry,Not Worn,22,34,1,Not Wear
No,Possible Injury,19:36,Thursday,Main/Proper Lane,15,Dry,"Worn, Damaged",19,36,1,Wear
No,Non-Incapacitating Injury,19:37,Thursday,Service/Frontage Road,15,Dry,"Worn, Not Damaged",19,37,1,Wear
No,Incapacitating Injury,19:49,Friday,Main/Proper Lane,35,Dry,Not Worn,19,49,1,Not Wear
No,Not Injured,11:08,Sunday,Service/Frontage Road,50,Dry,Not Worn,11,8,0,Not Wear
No,Possible Injury,15:52,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,15,52,1,Not Wear
No,Possible Injury,6:46,Friday,Main/Proper Lane,35,Dry,Not Worn,6,46,1,Not Wear
No,Possible Injury,16:52,Friday,Service/Frontage Road,35,Dry,Not Worn,16,52,1,Not Wear
No,Non-Incapacitating Injury,12:53,Tuesday,Main/Proper Lane,30,Dry,Not Worn,12,53,1,Not Wear
No,Possible Injury,13:54,Wednesday,Service/Frontage Road,35,Wet,Not Worn,13,54,1,Not Wear
No,Non-Incapacitating Injury,7:41,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",7,41,1,Wear
No,Possible Injury,17:06,Saturday,Main/Proper Lane,15,Dry,Not Worn,17,6,1,Not Wear
No,Possible Injury,2:04,Saturday,Service/Frontage Road,45,Dry,Not Worn,2,4,1,Not Wear
No,Not Injured,7:56,Monday,Other (Explain In Narrative),15,Dry,Not Worn,7,56,0,Not Wear
No,Possible Injury,19:10,Monday,Main/Proper Lane,55,Dry,"Worn, Not Damaged",19,10,1,Wear
No,Incapacitating Injury,14:41,Wednesday,Main/Proper Lane,15,Dry,Not Worn,14,41,1,Not Wear
No,Non-Incapacitating Injury,11:20,Saturday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",11,20,1,Wear
No,Non-Incapacitating Injury,6:07,Monday,Main/Proper Lane,15,Dry,Unknown If Worn,6,7,1,Not Wear
No,Non-Incapacitating Injury,13:00,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",13,0,1,Wear
No,Incapacitating Injury,9:00,Thursday,Main/Proper Lane,45,Dry,"Worn, Damaged",9,0,1,Wear
No,Non-Incapacitating Injury,6:28,Friday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",6,28,1,Wear
No,Possible Injury,14:12,Saturday,Main/Proper Lane,45,Wet,"Worn, Not Damaged",14,12,1,Wear
No,Non-Incapacitating Injury,6:21,Tuesday,Service/Frontage Road,45,Dry,Not Worn,6,21,1,Not Wear
No,Possible Injury,20:34,Tuesday,Main/Proper Lane,35,Dry,Not Worn,20,34,1,Not Wear
No,Not Injured,20:15,Tuesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",20,15,0,Wear
No,Possible Injury,10:27,Wednesday,Main/Proper Lane,30,Dry,Not Worn,10,27,1,Not Wear
No,Incapacitating Injury,16:28,Wednesday,Service/Frontage Road,15,Dry,Not Worn,16,28,1,Not Wear
No,Non-Incapacitating Injury,19:57,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,19,57,1,Not Wear
No,Incapacitating Injury,18:30,Thursday,Main/Proper Lane,15,Dry,"Worn, Damaged",18,30,1,Wear
No,Non-Incapacitating Injury,17:25,Friday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",17,25,1,Wear
No,Non-Incapacitating Injury,16:33,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,16,33,1,Not Wear
No,Possible Injury,13:45,Tuesday,Main/Proper Lane,30,Dry,Not Worn,13,45,1,Not Wear
No,Non-Incapacitating Injury,20:13,Wednesday,Main/Proper Lane,45,Dry,Not Worn,20,13,1,Not Wear
No,Non-Incapacitating Injury,18:33,Friday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",18,33,1,Wear
No,Possible Injury,11:30,Saturday,Other (Explain In Narrative),35,Dry,Not Worn,11,30,1,Not Wear
No,Possible Injury,16:25,Sunday,Main/Proper Lane,30,Dry,Not Worn,16,25,1,Not Wear
No,Possible Injury,16:25,Sunday,Main/Proper Lane,30,Dry,Not Worn,16,25,1,Not Wear
No,Possible Injury,16:25,Sunday,Main/Proper Lane,30,Dry,Not Worn,16,25,1,Not Wear
No,Non-Incapacitating Injury,1:16,Monday,Main/Proper Lane,15,Dry,Not Worn,1,16,1,Not Wear
No,Non-Incapacitating Injury,17:42,Wednesday,Main/Proper Lane,30,Dry,Not Worn,17,42,1,Not Wear
No,Non-Incapacitating Injury,8:57,Thursday,Main/Proper Lane,15,Dry,Not Worn,8,57,1,Not Wear
No,Possible Injury,20:07,Thursday,Main/Proper Lane,15,Dry,Not Worn,20,7,1,Not Wear
No,Non-Incapacitating Injury,22:16,Saturday,Main/Proper Lane,15,Dry,Not Worn,22,16,1,Not Wear
No,Non-Incapacitating Injury,16:27,Sunday,Main/Proper Lane,15,Dry,"Worn, Damaged",16,27,1,Wear
No,Incapacitating Injury,20:47,Sunday,Main/Proper Lane,15,Unknown,Not Worn,20,47,1,Not Wear
No,Non-Incapacitating Injury,7:38,Wednesday,Main/Proper Lane,35,Dry,Not Worn,7,38,1,Not Wear
No,Possible Injury,20:48,Wednesday,Main/Proper Lane,15,Dry,"Worn, Damaged",20,48,1,Wear
No,Possible Injury,12:50,Friday,Service/Frontage Road,15,Dry,Not Worn,12,50,1,Not Wear
No,Possible Injury,18:05,Saturday,Main/Proper Lane,30,Dry,Not Worn,18,5,1,Not Wear
No,Non-Incapacitating Injury,17:54,Saturday,Main/Proper Lane,15,Dry,Not Worn,17,54,1,Not Wear
No,Non-Incapacitating Injury,12:51,Tuesday,Main/Proper Lane,30,Dry,Not Worn,12,51,1,Not Wear
No,Non-Incapacitating Injury,8:25,Wednesday,Main/Proper Lane,45,Dry,Not Worn,8,25,1,Not Wear
No,Non-Incapacitating Injury,17:53,Wednesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",17,53,1,Wear
No,Non-Incapacitating Injury,8:59,Wednesday,Other (Explain In Narrative),30,Dry,Not Worn,8,59,1,Not Wear
No,Possible Injury,23:00,Friday,Main/Proper Lane,40,Unknown,Unknown If Worn,23,0,1,Not Wear
No,Non-Incapacitating Injury,16:42,Monday,Main/Proper Lane,35,Dry,Not Worn,16,42,1,Not Wear
No,Non-Incapacitating Injury,6:18,Tuesday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",6,18,1,Wear
No,Possible Injury,7:28,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,7,28,1,Not Wear
No,Non-Incapacitating Injury,16:15,Tuesday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",16,15,1,Wear
No,Non-Incapacitating Injury,15:50,Thursday,Main/Proper Lane,35,Dry,Not Worn,15,50,1,Not Wear
No,Non-Incapacitating Injury,20:35,Thursday,Service/Frontage Road,50,Dry,Not Worn,20,35,1,Not Wear
No,Non-Incapacitating Injury,13:56,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,13,56,1,Not Wear
No,Possible Injury,7:35,Friday,Main/Proper Lane,15,Dry,Not Worn,7,35,1,Not Wear
No,Non-Incapacitating Injury,10:02,Saturday,Main/Proper Lane,50,Dry,"Worn, Not Damaged",10,2,1,Wear
No,Possible Injury,13:14,Monday,Main/Proper Lane,30,Dry,Not Worn,13,14,1,Not Wear
No,Non-Incapacitating Injury,16:58,Monday,Main/Proper Lane,15,Dry,Not Worn,16,58,1,Not Wear
No,Incapacitating Injury,18:12,Tuesday,Main/Proper Lane,40,Dry,"Worn, Unk Damage",18,12,1,Wear
No,Non-Incapacitating Injury,14:12,Tuesday,Service/Frontage Road,45,Dry,"Worn, Not Damaged",14,12,1,Wear
No,Possible Injury,16:13,Tuesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",16,13,1,Wear
No,Incapacitating Injury,6:35,Wednesday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",6,35,1,Wear
No,Not Injured,9:37,Thursday,Main/Proper Lane,45,Dry,Not Worn,9,37,0,Not Wear
No,Non-Incapacitating Injury,16:15,Thursday,Service/Frontage Road,55,Dry,Not Worn,16,15,1,Not Wear
No,Non-Incapacitating Injury,15:37,Thursday,Main/Proper Lane,15,Dry,"Worn, Damaged",15,37,1,Wear
No,Non-Incapacitating Injury,17:56,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",17,56,1,Wear
No,Non-Incapacitating Injury,22:19,Friday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",22,19,1,Wear
No,Non-Incapacitating Injury,23:01,Friday,Service/Frontage Road,45,Dry,Not Worn,23,1,1,Not Wear
No,Non-Incapacitating Injury,16:57,Saturday,Main/Proper Lane,35,Dry,Not Worn,16,57,1,Not Wear
No,Non-Incapacitating Injury,21:22,Sunday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",21,22,1,Wear
No,Possible Injury,2:45,Sunday,Main/Proper Lane,40,Dry,Unknown If Worn,2,45,1,Not Wear
No,Possible Injury,16:31,Monday,Service/Frontage Road,55,Dry,Not Worn,16,31,1,Not Wear
No,Possible Injury,17:34,Tuesday,Main/Proper Lane,15,Dry,Not Worn,17,34,1,Not Wear
No,Non-Incapacitating Injury,11:52,Wednesday,Main/Proper Lane,30,Dry,"Worn, Damaged",11,52,1,Wear
No,Possible Injury,18:01,Wednesday,Main/Proper Lane,15,Dry,Not Worn,18,1,1,Not Wear
No,Non-Incapacitating Injury,7:05,Friday,Main/Proper Lane,35,Dry,Not Worn,7,5,1,Not Wear
No,Non-Incapacitating Injury,13:31,Saturday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",13,31,1,Wear
No,Incapacitating Injury,9:26,Sunday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",9,26,1,Wear
No,Non-Incapacitating Injury,10:00,Monday,Main/Proper Lane,35,Dry,Not Worn,10,0,1,Not Wear
No,Possible Injury,16:16,Monday,Main/Proper Lane,35,Dry,Not Worn,16,16,1,Not Wear
No,Non-Incapacitating Injury,8:53,Tuesday,Main/Proper Lane,15,Dry,"Worn, Damaged",8,53,1,Wear
No,Possible Injury,13:39,Tuesday,Main/Proper Lane,35,Dry,Not Worn,13,39,1,Not Wear
No,Non-Incapacitating Injury,17:20,Thursday,Main/Proper Lane,15,Dry,Not Worn,17,20,1,Not Wear
No,Non-Incapacitating Injury,11:03,Friday,Other (Explain In Narrative),45,Dry,"Worn, Not Damaged",11,3,1,Wear
No,Non-Incapacitating Injury,17:42,Friday,Main/Proper Lane,35,Dry,Not Worn,17,42,1,Not Wear
No,Incapacitating Injury,19:50,Friday,Main/Proper Lane,15,Dry,Not Worn,19,50,1,Not Wear
No,Non-Incapacitating Injury,1:00,Friday,Main/Proper Lane,15,Dry,Not Worn,1,0,1,Not Wear
No,Non-Incapacitating Injury,17:48,Wednesday,Main/Proper Lane,30,Dry,Unknown If Worn,17,48,1,Not Wear
No,Non-Incapacitating Injury,16:15,Wednesday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",16,15,1,Wear
No,Not Injured,22:12,Saturday,Main/Proper Lane,15,Dry,Not Worn,22,12,0,Not Wear
No,Non-Incapacitating Injury,11:38,Sunday,Service/Frontage Road,45,Dry,Not Worn,11,38,1,Not Wear
No,Possible Injury,17:33,Monday,Other (Explain In Narrative),15,Dry,Not Worn,17,33,1,Not Wear
No,Non-Incapacitating Injury,14:52,Tuesday,Main/Proper Lane,55,Dry,"Worn, Damaged",14,52,1,Wear
No,Non-Incapacitating Injury,9:16,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",9,16,1,Wear
No,Killed,7:20,Saturday,Service/Frontage Road,15,Wet,Not Worn,7,20,1,Not Wear
No,Incapacitating Injury,18:58,Tuesday,Main/Proper Lane,40,Wet,Unknown If Worn,18,58,1,Not Wear
No,Non-Incapacitating Injury,18:21,Tuesday,Main/Proper Lane,40,Dry,Not Worn,18,21,1,Not Wear
No,Possible Injury,19:26,Wednesday,Main/Proper Lane,30,Wet,Not Worn,19,26,1,Not Wear
No,Non-Incapacitating Injury,21:30,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,21,30,1,Not Wear
No,Possible Injury,17:37,Monday,Main/Proper Lane,30,Dry,Not Worn,17,37,1,Not Wear
No,Non-Incapacitating Injury,18:36,Tuesday,Main/Proper Lane,15,Dry,Unknown If Worn,18,36,1,Not Wear
No,Possible Injury,12:57,Tuesday,Main/Proper Lane,35,Dry,Not Worn,12,57,1,Not Wear
No,Non-Incapacitating Injury,7:34,Wednesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",7,34,1,Wear
No,Possible Injury,11:58,Friday,Main/Proper Lane,50,Dry,Not Worn,11,58,1,Not Wear
No,Incapacitating Injury,11:19,Saturday,Main/Proper Lane,15,Dry,Unknown If Worn,11,19,1,Not Wear
No,Non-Incapacitating Injury,7:28,Monday,Main/Proper Lane,15,Dry,Unknown If Worn,7,28,1,Not Wear
No,Possible Injury,16:37,Wednesday,Main/Proper Lane,35,Dry,"Worn, Damaged",16,37,1,Wear
No,Possible Injury,16:51,Monday,Main/Proper Lane,35,Dry,Unknown If Worn,16,51,1,Not Wear
No,Not Injured,7:31,Tuesday,Main/Proper Lane,15,Dry,Unknown If Worn,7,31,0,Not Wear
No,Non-Incapacitating Injury,15:40,Tuesday,Main/Proper Lane,40,Dry,Not Worn,15,40,1,Not Wear
No,Non-Incapacitating Injury,16:33,Tuesday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",16,33,1,Wear
No,Non-Incapacitating Injury,19:15,Tuesday,Main/Proper Lane,15,Dry,Not Worn,19,15,1,Not Wear
No,Non-Incapacitating Injury,18:09,Tuesday,Main/Proper Lane,30,Dry,Unknown If Worn,18,9,1,Not Wear
No,Non-Incapacitating Injury,10:08,Saturday,Main/Proper Lane,35,Wet,Not Worn,10,8,1,Not Wear
No,Incapacitating Injury,18:00,Saturday,Main/Proper Lane,25,Wet,Not Worn,18,0,1,Not Wear
No,Non-Incapacitating Injury,8:34,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",8,34,1,Wear
No,Non-Incapacitating Injury,15:19,Thursday,Main/Proper Lane,15,Dry,Not Worn,15,19,1,Not Wear
No,Incapacitating Injury,19:35,Friday,Main/Proper Lane,15,Dry,Not Worn,19,35,1,Not Wear
No,Non-Incapacitating Injury,16:52,Saturday,Other (Explain In Narrative),15,Dry,Unknown If Worn,16,52,1,Not Wear
No,Non-Incapacitating Injury,16:49,Wednesday,Main/Proper Lane,30,Dry,Not Worn,16,49,1,Not Wear
